label,subject,category
1,A Dallas proof-of-insurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents.,politics
2,The U.S. House rule barring members from wearing hats while in session dates back to the 1800s and can be waived by the speaker.,politics
1,"Public support for abortion is actually going down a little bit, polls show.",politics
1,SaysSenate Republicans are following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year.,politics
0,The 2015 Legislature passed the fewest laws in 20 years.,politics
2,"The Congressional Budget Office has this economic model where they measure the economy going forward, and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation cant conceive of any way in which the U.S. economy can continue.",politics
1,"There are more atheists in the country right now than Jews, Muslims, Hindus and Buddhists combined and doubled.",politics
1,We have doubled the distance our cars will go on a gallon of gas.,politics
2,Georgia has the countrys second highest number of fraudulent tax refund claims.,politics
0,Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,politics
0,Im the only candidate for Milwaukee County executive that has voted against increasing government pensions.,politics
0,McCain opposes a woman's right to choose.,politics
2,Light rail does not reduce congestion.,politics
1,Nazi imagery [was used] by the Block for Governor campaign to describe supporters of Allan Fung for Governor.,politics
2,"Elena Kagan has published five scholarly review articles, mostly on administrative law and the First Amendment. These articles were mostly on technical and procedural issues.",politics
1,"Says that according to a study, under Obamas health care initiative, nearly 90 percent of people in Wisconsin with health insurance will have their costs go up by more than 30 percent.",politics
0,Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.,politics
1,Says unemployment in Ohio is significantly higher than the unemployment rate in states which are not forced union states and its always been that way.,politics
2,Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought billions of dollars back into the United States.,politics
2,"As many as 22,000 Americans die each year because they dont have health insurance.",politics
1,On Common Core.,politics
2,The Christian Coalition gave (Adam) Hasner an F.,politics
0,Says state lawmakers have voted to spend virtually all of the Rainy Day Fund four times since the funds creation.,politics
1,The Denver Post has actually hired an editor to promote pot.,politics
1,"Says the Southwest Florida Water Management District has $850 million in reserves, enough money in savings to run without levying taxes for more than two years.",politics
2,"John McCain ""began his career in Washington as a lobbyist when he was appointed in 1976 as the Navy's liaison to the United States Senate.""",politics
0,The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.,politics
2,Says Russ Feingold formed his own political group to pay himself and his staff millions.,politics
0,Says some [states] with the largest reductions in crime have also lowered their prison population.,politics
0,"Says she was the the only Democrat who voted against the Wall Street bailout.""",politics
2,97 percent of the work that Planned Parenthood does is about mammograms and preventative health.,politics
0,"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer.",politics
0,Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,politics
1,Says Joe Kyrillos voted to raid the states pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money.,politics
0,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",politics
2,I cut state spending more than anybody (in the 2016 GOP field).,politics
1,"Since Mr. Fosters been mayor, we have less small businesses in the city of St. Petersburg.",politics
1,"I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East.",politics
1,Claims that Rep. Sanford Bishop votes similar to House Speaker Nancy Pelosi are inaccurate.,politics
2,Large parts of Florida have experienced years of below average rainfall.,politics
0,"Crimea was part of Russia until 1954, when it was given to the Soviet Republic of the Ukraine.",politics
2,Florida still averages more students in its classrooms than any other state in the Southeast.,politics
1,Florida was the only state during my eight years to go from AA to AAA in its bond rating.,politics
2,"The stimulus includes ""$7 million to build a bridge in Thedford, Nebraska, to help 168 residents avoid a 30-second wait at a local train crossing. Not one full-time job will be created.""",politics
0,A loophole still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.,politics
1,Why do we have automatic citizenship upon birth? Were the only country in the world that has it.,politics
0,"There are approximately 20,000 annual gun purchases in Rhode Island.",politics
1,"Before Congress, (Tom) Cotton got paid handsomely working for insurance companies and corporate interests.",politics
1,"It will cost $50,000 per enrollee in Obamacare over the next 10 years.",politics
1,"According to HUD, it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood.",politics
0,"Says when he was governor,we expanded participation in Virginia in early childhood programs by nearly 40 percent.",politics
1,The next state budget will begin with a surplus of over half a billion dollars -- $535 million to be exact.,politics
2,"Says that since he took office, there have been no large-scale attacks on the United States.",politics
0,"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House.",politics
2,Says the University of Texas can afford to build a medical school because it has a $7 billion endowment and its football program had a $50 million profit last year.,politics
0,"Texas prosecutor Rosemary Lehmberg purchased 72 bottles of vodka in just one store alone, in just over a year.",politics
2,"By declaring that Pluto was no longer a planet, the (International Astronomical Union) put into place a planetary definition that would have even declassified Earth as a planet if it existed as far from the sun as Pluto does.",politics
2,"Says there are probably 2 million, it could be even 3 million criminal immigrants in the country illegally.",politics
0,Says President Barack Obama released a statement on the death of brother Robin Williams before ... a statement on brother Michael Brown.,politics
0,I became a Republican sooner in my life than Ronald Reagan did in his.,politics
2,(Pete) Sessions has held at least two fundraisers at adult-themed clubs and made no apologies.,politics
2,"Says the governor took away a billion dollars of rebates, so in real dollars, our property taxes have gone up 20 percent.",politics
1,"English ""is our national language...if it becomes official, that means in a place like New York City you can't print ballots in any other language.""",politics
0,"When a Gallup poll asked about presidential candidate characteristics, When they get to the question on, Would you vote for a socialist, it is even less popular than voting for atheists.",politics
0,"Says in Chicago, we take more guns off the streets than New York or L.A.",politics
2,"Says that under the new healthcare law, full- and part-time workers will be required to buy insurance costing $375 to $1,000 a month, starting in 2014.",politics
0,Newt Gingrich has suggested building a mirror system in space could improve the Earths habitability.,politics
1,"By allowing brewpubs to sell beer, Georgia could become like Mexico with only a couple of manufacturers controlling all aspects of market.",politics
2,Today we stand as the highest-performing urban school district in America.,politics
2,I just want to assure [you] were not talking about cutting Medicare benefits.,politics
0,No member of the American public has ever been killed by commercial nuclear power a record unmatched by other fuels.,politics
0,The people in Massachusetts like (the state health care plan) by about a 3-1 margin.,politics
1,Says President Barack Obama is trying to pack the D.C. Circuit Court of Appeals.,politics
2,Anyone who knows you can just look it up to see if you voted.,politics
1,Says less than half of 1 percent of all the Texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges.,politics
1,"Says Rep. Tammy Duckworth has been a staunch supporter of expanding the spending, size and reach of the IRS.",politics
2,Says the Obama administration will no longer enforce the Defense of Marriage Act (DOMA).,politics
0,Mitt Romney gave away his fathers inheritance.,politics
2,"There are only four countries in the world that ... legalize abortion after five months -- China, North Korea, Canada and the U.S.",politics
2,"First, he (Obama) opposed the surge. Then he confidently predicted that it would fail. Then he tried to prevent funding for the troops who carried out the surge.",politics
1,"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, federal bureaucrats could take over the local building code enforcement in your city if so-called green mandates are not complied with quickly enough.",politics
1,The claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the head of the United Nations Intergovernmental Panel on Climate Change. That number was pulled out of thin air.,politics
0,"Federal spending is all discretionary, other than interest on the national debt. Social Security is discretionary. We have the discretion to change the law. Same is true with Medicare and Medicaid.",politics
2,Says crime is rising in Manchester and has gone up 19 percent under Mayor Ted Gatsas.,politics
0,"I am the only candidate that has endorsed Bernie Sanders for President. In PA, Ive got Bernies back.",politics
0,Says Mitt Romney flip-flopped on abortion.,politics
0,On recusing herself from cases after receiving a campaign contribution,politics
1,"Says judges are using Shariah law in Dearborn, Mich.",politics
1,John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.,politics
0,Georgia has the fifth-highest number of uninsured people of any state in the union.,politics
0,"Mitt Romney previously believed ""that abortion should be safe and legal in this country."" Now he is ""prolife.""",politics
2,"Two weeks ago, a man entered the worlds busiest airport in Atlanta, Georgia, carrying a loaded AR-15 automatic weapon with an extended-capacity, 100-round magazine.",politics
0,"Of six Rhode Island tax-credit programs worth about $35 million, three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.",politics
1,Two years ago we had the largest structural deficit ever in Wisconsin.,politics
2,"A study by the University of Virginia pulls back the curtain on Medicaids tragically bad outcomes, including increased risk of adjusted mortality.",politics
1,Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent.,politics
1,Says the New York Times can write a story that they know is false yet they cant basically be sued.,politics
0,More Texans have new jobs today than the entire population of Fort Worth.,politics
2,Says Oregon recyclers cant recycle plastic bags,politics
1,Says U.S. Senate candidate Joni Ernst signed a pledge that protects tax breaks for companies that ship jobs overseas.,politics
0,His biography says he was the top ROTC officer in the nation.,politics
1,Florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year.,politics
0,It is against the law for the NSA to record or monitor Americans phone calls without getting a specific FISA warrant to do so.,politics
2,"Hillary Clinton was against setting a deadline for withdrawal, but now she wants a ""precipitous withdrawal"" regardless of ""conditions on the ground"" or ""consequences of a defeat for the United States,"" an RNC radio ad.",politics
2,"In this bill that Ive just signed, we dont cut anybodys salary. We dont take away their pension. And we dont destroy their health care.",politics
0,"The United States is ""seeing greater income inequality now than any time since the 1920s.""",politics
2,The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus.,politics
2,Says Republican U.S. Rep. Bob Dold continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list.,politics
2,In the Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.,politics
1,"Amniocentesis, does, in fact, result more often than not in this country in abortion.",politics
2,The government is going to tell Americans they need to replace functioning stoves in their homes with government-certified stoves and use taxpayer dollars to do so.,politics
1,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",politics
2,"GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule.""",politics
0,Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,politics
1,"John Boehner has called for repealing the rest of the stimulus, which would raise taxes on 110 million middle class people.",politics
1,The average age of first marijuana use is 12.,politics
2,The United States is 65th out of 142 nations and other territories on equal pay.,politics
1,Ive never supported a payroll tax.,politics
1,On serving out his gubernatorial term,politics
1,More people in this country have seen UFOs than I think approve of George Bush's presidency.,politics
2,"You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.",politics
0,Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donors,politics
0,Says Hillary Clinton said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.,politics
1,The studies have shown us that [drug testing for welfare recipients] will be saving us money,politics
0,Says New Hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded Medicaid program.,politics
1,Dr. Paul never votes for legislation unless the proposed measure is expressly authorized by the Constitution.,politics
2,Obamacare (hit) Americans with over $500 billion in new taxes.,politics
0,"Georgia has ""a dropout rate thats higher"" than Alabama's.",politics
0,Says Obama flip-flopped on warrantless wiretapping.,politics
0,"A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",politics
1,Barack Obama hasn't passed any (bills).,politics
0,Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.,politics
1,On switching parties.,politics
2,Says Gov. Pat McCrory tried to cut education funding to its lowest budget share in over 30 years.,politics
2,Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.,politics
0,We lost more jobs in this great recession than the last four recessions combined.,politics
1,Mequon and Milwaukee have the highest disparity of income in the country.,politics
0,Budget analysts say the looming tax hikes and spending cuts would take us into a recession and kill jobs.,politics
2,"The average CEO makes $10,000 more every day ... than what the average worker makes every year.",politics
0,"When Pakistan erupted in crisis, I spoke to Musharraf before Bush did.",politics
2,"You go down to Miami and when its flooding at high tide on a sunny day, fish are swimming through the middle of the streets.",politics
1,"In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the world.",politics
2,The states that are doing better are the ones that have no state income tax.,politics
2,"The Legislature passed Gov. Walkers so-called property tax relief bill, but the Republicans are still raising your property taxes.",politics
2,Says 50 percent of millennials dont associate with any political party.,politics
2,Says Ron Johnsons company got government loans and a grant to help expand his business,politics
2,Says the Security Against Foreign Enemies Act of 2015 would not pause the resettlement of Syrian refugees in the United States.,politics
2,Medicaid expansion isnt necessarily a very popular issue on the street.,politics
2,"Obama ""voted against funding our troops.""",politics
2,"In the Paula Jones case, Bill Clinton paid an $850,000 penalty.",politics
2,The top 1 percent pay 45 percent of all taxes in the country.,politics
2,"If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, were going to reduce CO2 by less than 1 percent.",politics
0,"Says Russ Feingold said that with Obamacare, we could keep our doctors and our plans, it was rated as the Lie of the Year.",politics
1,"Says Houston is home to more doctors, more nurses, more researchers than any other place in the world.",politics
2,Every dollar spent in the new Obamacare system ... goes to private-sector insurance companies.,politics
2,"Under Maggie Hassans leadership, we increased state spending in the middle of the great recession by 24 percent leading up to and following it.",politics
2,Says the largest tax increase in American history is set to occur on January 1st unless President Obama and Congress can come to an agreement.,politics
1,"Says Bill White didnt pay taxes while earning $133,600 annual salary as deputy secretary of energy.",politics
1,"Our tax code is . . . 80,000 pages.",politics
0,Says Fox News gave Republicansenators twice the air time as Democrats during a hearing about theIslamic State.,politics
1,"Hillary Clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent.",politics
2,"Rigells car dealership made over $400,000 off the Cash for Clunkers bailout.",politics
0,Speakers at the Democratic National Convention made zero mentions of the global terrorist threat posed by ISIS.,politics
1,Ive been involved in prosecuting a terrorist member of ISIS.,politics
1,The amount of interest paid on the federal debt exceeds total tax revenue.,politics
0,The national debt grew an estimated$15 billion last weekend.,politics
0,The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,politics
0,Says Donald Trump has supported a Canadian-style universal health care system.,politics
1,"Says, The Democrats proposed budget is also balanced by using more in new tax revenue than in total PERS reform or savings.",politics
2,Says Austin voters can approve seven bond propositions without raising taxes.,politics
0,"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq.""",politics
2,Our companies are moving into Mexico more than almost any other place right now.,politics
0,Most Americans live within 50 miles of a nuclear power plant.,politics
1,"Under President Barack Obama, the United States has doubled our exports.",politics
2,"A ban on earmarks greatly weakens the authority Congress has over spending, to the benefit of the executive branch.",politics
1,Says President Barack Obamas debt commission recommended converting Medicare to a system where Medicare participants are given a voucher to purchase insurance in the private market.,politics
1,The last time there was a sustained surge of confidence in governments competence was under Ronald Reagan.,politics
2,"On the economic troubles of 2008, ""really the match that lit this fire was Fannie Mae and Freddie Mac.""",politics
0,"Senator Obama has, in fact, never had a serious Republican challenger.",politics
1,The birther movement was started by Hillary Clinton in 2008. She was all in!,politics
0,"Here in Wisconsin, weve put in previous budgets more money into mental health services than any governor has in the last 25 years.",politics
2,Surveys of teens in high school reveal that knowing a classmate who sells cannabis is 90 times more common than knowing a classmate who sells alcohol.,politics
1,The InterLink at T.F. Green Airport is the closest air-rail link in the country.,politics
1,"In the United States alone we lose more than 3,000 people a day to cancer.",politics
2,Regulations are an endemic weakness in government -- so old that Thomas Jefferson listed this problem among his charges against the King of England in the Declaration of Independence.,politics
2,Says Hillary Clinton has called for a radical 550 percent increase in Syrian ... refugees . . . despite the fact that theres no way to screen these refugees in order to find out who they are or where they come from.,politics
2,"Gov. Chris Christie caused a 4.1 percent increase in property taxes in 2010, marking the highest increase since 2007.",politics
2,Says Hillary Clinton has promised to raise taxes by $1 trillion dollars.,politics
2,People come here to have babies. They come here to drop a child. Its called drop and leave.,politics
1,"The five states that outlaw collective bargaining for teachers all rank below 44th in the nation in test scores, while Wisconsin ranks 2nd.",politics
2,"If youre one of the more than 250 million Americans who already have health insurance, you will keep your health insurance.",politics
1,The Colorado caucus system for selecting Republican delegates is rigged.,politics
2,USA is #1 in gun violence.,politics
1,Every 28 hours an unarmed black person is shot by a cop.,politics
1,You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.,politics
2,Georgia lawmaker pushes bill banning creation of glow in the dark human-jellyfish hybrids.,politics
1,"San Antonio has seen 67% growth in water customers in the last 25 years, 0% more water used.",politics
2,President Obamas uncle and aunt are illegal aliens ... whove been allowed to stay in this country.,politics
0,"Despite what Donald Trump claims, there werent 15,000 people who turned out in Phoenix to see Trump speak.",politics
1,Abortion services are well over 90 percent of what Planned Parenthood does.,politics
2,John Kerry was at 4 percent in the polls in December of 2003...and he ended up becoming the nominee of the party.,politics
2,I want to freeze interest rates for five years.,politics
2,"The Georgia Department of Economic Development assisted with the creation of 28,776 jobs, an increase of 29 percent from last fiscal year, and $5.97 billion in investments, a 32 percent increase.",politics
1,For the last decade the climate has been cooling.,politics
0,Accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt Marquette Interchange in Milwaukee.,politics
1,"Says $57,000 is the mean [income] in our state for a family.",politics
1,The Muslim Brotherhood has openly stated they want to declare war on Israel.,politics
1,Says the Medicaid fraud rate in Virginia was fact-checked and found to be 0.47 percent.,politics
1,The presence of gorillas calls into question the concept of evolution.,politics
0,"Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to participate in union activities such as collective bargaining.",politics
0,"The U.S. has 5 percent of the worlds population, 25 percent of the worlds known prison population.",politics
0,There have been at least four incidents where bullets from Mexico have crossed the border.,politics
0,On oil drilling,politics
0,"George Allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator.",politics
2,"Says John Raese said he wants 1,000 laser systems put in the sky, and we need it right now.",politics
0,"The Senate immigration bill is filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.",politics
2,"Over the last several years, 40 percent (of) the jobs created in Texas were created for illegal aliens.",politics
2,The governor switched his position once again on offshore oil drilling.,politics
2,The United States is the No. 1 country in the world for energy resources. We are the king daddy dogs when it comes to energy.,politics
2,"Under a new law regulating abortions, Even if youre raped, if you dont report it in the first 30 days, the Republicans will force you to have an ultrasound.",politics
1,Assertions that it makes no difference whether children are raised by heterosexual or homosexual parents have been shattered by the latest and best social science and research.,politics
2,"In my attorney generals office, weve cut the budget 18 percent.",politics
2,"In North Carolina, now were near the national average for unemployment.",politics
2,Obamacare includes a $700 billion cut from Medicare for seniors.,politics
2,The rate of U.S. female homicide victimsoutnumbers 24 other developed countries by more than 2 to 1.,politics
2,Alex Sink used a taxpayer-funded plane so she could get to a vacation in the Bahamas.,politics
0,"Says under Wisconsin law, he cannot remove his name from the ballot for re-election to Congress.",politics
1,Under Gov. Romneys definition ... Donald Trump is a small business.,politics
0,The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,politics
2,Obama voted for the Bush-Cheney energy bill that put $6-billion in the pocket of big oil.,politics
2,Says the national debt and President Barack Obamas refusal to control spending led to our nations credit rating being downgraded for the first time in history.,politics
2,An Internet sweepstakes cafe is a legitimate business that has been vetted and found to be completely legal in the state.,politics
0,"In 2008, candidate Barack Obama attacked John McCain for proposing cuts to Medicare.",politics
0,Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.,politics
1,One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.,politics
0,Social Security ... is solid through about 2040 without any changes whatsoever.,politics
2,Says Mitt Romney and Paul Ryan would eliminate the guarantee of Medicare.,politics
2,Says Gov. Jeb Bush vetoed the Quiones Plan because it was taxation without representation on a large scale.,politics
1,"If youre from Guatemala and you are found illegally in Mexico, you are automatically jailed.",politics
1,On oil drilling off Virginias coast.,politics
0,Says Texas has the 15th largest economy in the world.,politics
2,"As mayor, every year I was in office I did reduce taxes.",politics
2,Says Mark Hass raised your taxes by $1 billion in a single day.,politics
1,Six institutions in our country now control two thirds of the capital.,politics
2,Were worse than a Third World country in terms of water quality and the way we treat our sewage.,politics
1,Says President Barack Obama wants to raise the lowest (income) tax rate from 10 to 15 percent.,politics
0,All travelers -- even babies -- arriving in the U.S. by air must have a passport.,politics
0,Says she is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.,politics
0,"Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP].",politics
0,"According to a recent poll, there are more young Republicans enrolled in their parents (health insurance) plans than young Democrats.",politics
0,"[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.",politics
2,"On issue after issue that really were hard to explain or understand, you voted present . . . And anytime anyone raises that, there's always some kind of explanation.",politics
2,"Federal law for Obamacare navigators does not bar or even require screening for convicted felons, including individuals convicted of identity theft or fraud.",politics
0,Michael Thurmond authored major legislation that has provided more than $250 million in tax relief to Georgias senior citizens and working families.,politics
1,Says President Barack Obamas parents were communists.,politics
2,Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.,politics
1,None of $400 million the City of Austin proposes to spend on road projects will be used to add new lanes to congested roadways.,politics
2,It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions about where they can hunt and fish.,politics
2,"A school uniform policy helps with school safety, helps with truancy.",politics
2,"Says constitutional amendment would help to stop unfair, double taxation on real estate.",politics
1,"John McCain accused Barack Obama ""of letting infants die.""",politics
1,Sherrod Brown voted six times to raise his own pay.,politics
1,"The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope when it comes to finding a job.",politics
0,The changes to Georgias tax and fee structure is an overall tax cut.,politics
1,Gun homicide is down 49 percent in the past 12 years.,politics
2,Says he voted for disaster relief and full funding of FEMA.,politics
1,Theres no money in Social Security.,politics
1,"Says it cost Massachusetts taxpayers $100,000 when Mitt Romney and his staff purchased computer hard drives.",politics
1,On support for gay marriage,politics
0,A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.,politics
1,The study that states that more than 70 percent of the traffic on the Sellwood Bridge is to/from Clackamas County has been thoroughly debunked by The Oregonian.,politics
2,Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day.,politics
1,"If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.",politics
2,"Says Scott Browns carrying some big oil baggage because he collected over $400,000 in campaign contributions.",politics
1,We know from the social science that children do best with a mom and a dad.,politics
0,"From 05 to 09, weve had 1,100 soldiers commit suicide, one every 36 hours.",politics
2,Says $30 million gap in stadium funding forced the Portland Beavers to leave.,politics
2,"Murder went up when Romney was governor. ""Robbery went up. Violent crimes went up.""",politics
2,The Public Employee Retirement System is making more millionaires than the Oregon state lottery.,politics
2,"Says we have put more boots on the U.S.-Mexico border than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.",politics
1,I sponsored the new Buy American law,politics
1,Funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget.,politics
1,Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.,politics
2,"The governors not taking his own fiscal advice. ... In the first fiscal quarter of this year, weve seen a 13.5 percent increase in spending, double-digit spending out of the executive branch in the State of Texas.",politics
0,"Following the 2009 session, Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider.",politics
1,Says Gov. Scott Walker has made Wisconsin 2nd in the nation in losing jobs.,politics
2,Gov. Rick Scott signed into law a bill that gives Floridas public officials an easy way to avoid disclosing their personal finances.,politics
0,Ohio today has the fewest number of state employees since the Reagan administration.,politics
1,This is the worst jobs recovery since the Great Depression.,politics
2,"Says Jim Renacci ran against the Washington establishment in the election, but is now hypocritically embracing it with big money, special interest fundraisers.",politics
1,On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,politics
2,What the District of Columbia was trying to do(with its handgun ban) was to protect toddlers from guns.,politics
1,Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.,politics
1,On raising taxes.,politics
1,"An Obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.",politics
2,Thousands of Americans have been killed by illegal immigrants.,politics
1,"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",politics
2,We got [the Quonset Business Park] for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs.,politics
0,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",politics
1,On mandating health care coverage.,politics
2,"Since President Obama took office, over 88,000 Ohio workers have lost their jobs.",politics
1,Says Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas.,politics
1,Says he led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.,politics
2,I created a flat tax in the state of Utah. It took that state to the number-one position in terms of job creation.,politics
2,On using embryonic stem cells for medical research.,politics
0,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosis district office in downtown San Francisco.",politics
1,"If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.",politics
2,"Jimmy Langevin is having a fundraiser . . . to retire the debt from his campaign for secretary of state, which was 12 years ago.",politics
1,"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.",politics
1,Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,politics
2,I helped to bring peace to Northern Ireland.,politics
0,African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.,politics
2,"Over $1 trillion was spent on anti-poverty programs in 2011, enough to give every single poor American a check for $22,000.",politics
2,Theres now been three independent investigations (into the bridge scandal) all of which have said that Christie did not have prior knowledge of or involvement in the lane closures.,politics
2,Says David Wu has presided over 137 months in which Oregons unemployment rate has been above the national average.,politics
0,Wisconsin is one of several states where you can change your early ballot if you think youve made a mistake.,politics
1,Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses.,politics
1,Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions by at least a third for current and retired public employees,politics
2,"Many of the 9/11 conspirators came from the Muslim Brotherhood, including Osama bin Laden, Ayman Zawahiri and Khalid Sheikh Mohammed.",politics
2,Gangs have increased by 40 percent since this president was elected.,politics
1,Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states.,politics
1,Sen. Jeff Merkley voted six times for more debt.,politics
1,"Congress has cut funding, has slashed funding, for veterans benefits over these last years.",politics
2,Says the United States has the worlds greatest health care system.,politics
1,Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,politics
1,Fifty-three percent of graduates from liberal arts colleges these days cant find jobs.,politics
0,Says Delaware County has more waterfront property than any other county in the state of Ohio,politics
0,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,politics
2,"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",politics
2,I cut taxes 23 times when I was mayor of New York City.,politics
1,"Governing magazine has estimated that in the states that dont expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...",politics
2,"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.",politics
0,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,politics
2,"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""",politics
2,The largest enterprise in the world is the federal government of the United States of America,politics
0,Says Oregon ranks 30th in the nation with regard to its incarceration rate.,politics
2,"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.",politics
1,Says Jeb Bush has released 10 percent of his emails.,politics
2,More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.,politics
0,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,politics
